claim_gang,claim_url,country,date,domain,has_infostealer_info,link,summary,title,url,victim,infostealer_data.employees,infostealer_data.employees_url,infostealer_data.thirdparties,infostealer_data.update,infostealer_data.users,infostealer_data.users_url,infostealer_data.infostealer_stats.Azorult,infostealer_data.infostealer_stats.Lumma,infostealer_data.infostealer_stats.Raccoon,infostealer_data.infostealer_stats.RedLine,infostealer_data.infostealer_stats.StealC,infostealer_data.infostealer_stats.Vidar,infostealer_data.thirdparties_domain,infostealer_data.infostealer_stats.UNKNOWN,infostealer_data.infostealer_stats.CRYPTBOT,infostealer_data.infostealer_stats.Generic Stealer,infostealer_data.infostealer_stats.Atomic,infostealer_data.infostealer_stats.DarkCrystal,infostealer_data.infostealer_stats.Taurus,infostealer_data.infostealer_stats.Ficker,added,infostealer_data.infostealer_stats.Mystic,infostealer_data.infostealer_stats.Predator,infostealer_data.infostealer_stats.KPOT,infostealer_data.infostealer_stats.Redline,infostealer_data.infostealer_stats.racoon,infostealer_data.infostealer_stats.Acreed
hellcat,https:/www.ransomware.live/id/QXNjb20gSG9sZGluZyBBR0BoZWxsY2F0,CH,2025-03-16,ascom.com,True,https://www.ransomware.live/id/YXNjb20uY29tQDIwMjUtMDMtMTY=,"La société Ascom a été victime d'une cyberattaque le 16 mars 2025, visant son système de ticketing technique. Les autres systèmes IT et les systèmes des clients n'ont pas été affectés et fonctionnent normalement. Les enquêtes sont en cours et Ascom collabore avec les autorités compétentes pour déterminer l'ampleur de l'attaque.",Ascom von Cyberangriff betroffen - TradingView News,"https://de.tradingview.com/news/reuters.com,2025-03-17:newsml_GNEbcdb75:0/",Ascom,1.0,1.0,3.0,2025-03-16 00:02:13,12.0,4.0,2.0,2.0,10.0,10.0,2.0,,48.0,,,,,,,,2025-03-18,,,,,,
False,False,US,2025-03-15,co.strafford.nh.us,False,https://www.ransomware.live/id/Y28uc3RyYWZmb3JkLm5oLnVzQDIwMjUtMDMtMTU=,"Les systèmes de communication du comté de Strafford sont hors ligne depuis samedi, et les responsables ne connaissent pas encore la raison de cette panne. Les bureaux du comté, y compris le département du procureur, sont privés d'accès à leurs téléphones et à leurs courriels, mais les services médicaux et les opérations du centre de détention fonctionnent toujours grâce à des systèmes de secours. Les enquêteurs ne peuvent pas encore confirmer si cette panne est due à une cyberattaque.",Strafford County communications down: Reason unknown,https://eu.fosters.com/story/news/local/2025/03/17/strafford-county-communications-down/82493512007/,Strafford County,,,,,,,,,,,,,,,,,,,,,2025-03-18,,,,,,
False,False,FR,2025-02-02,ostheim.fr,False,https://www.ransomware.live/id/b3N0aGVpbS5mckAyMDI1LTAyLTAy,"La mairie d'Ostheim, dans le Haut-Rhin, a été victime d'une cyberattaque par rançongiciel le 2 février dernier, qui a crypté 95% de ses données. La mairie n'a pas payé la rançon et a pu récupérer la plupart de ses données grâce à une sauvegarde quasi intégrale, mais l'opération a coûté environ 2 500 €. L'incident a servi de rappel pour renforcer la prévention et la sécurité au sein de la mairie, et la gendarmerie propose des services de prévention et de pré-diagnostic gratuits aux collectivités et entreprises.",Région de Colmar. La mairie d’Ostheim attaquée par un logiciel de rançon,https://www.dna.fr/faits-divers-justice/2025/03/17/la-mairie-d-ostheim-attaquee-par-un-logiciel-de-rancon,Ostheim,,,,,,,,,,,,,,,,,,,,,2025-03-18,,,,,,
False,False,US,2025-03-16,atchisoncountyks.org,False,https://www.ransomware.live/id/YXRjaGlzb25jb3VudHlrcy5vcmdAMjAyNS0wMy0xNg==,"Les bureaux du comté d'Atchison sont fermés les 17 et 18 mars en raison d'une cyberattaque qui a touché le réseau informatique du comté. Les services d'urgence, tels que le 911, ne sont pas affectés. Le comté travaille avec des experts en cybersécurité pour enquêter sur l'incident et restaurer les services en sécurité.",MSC News,https://www.mscnews.net/news/?nk=79133,Atchison County,,,,,,,,,,,,,,,,,,,,,2025-03-18,,,,,,
False,False,US,2024-11-20,lockton.com,True,https://www.ransomware.live/id/bG9ja3Rvbi5jb21AMjAyNC0xMS0yMA==,"Une cyberattaque a touché le centre de chirurgie plastique Hand & Plastic Surgery Centre au Michigan, affectant près de 20 000 patients, avec des informations personnelles et de santé protégées exposées. Deux autres entreprises, Dove Healthcare au Wisconsin et Southeast Series of Lockton Companies en Géorgie, ont également signalé des violations de données, affectant respectivement 16 255 et 1 706 individus. Les entreprises ont offert des services de surveillance du crédit et de protection contre la fraude aux personnes affectées.","Cyberattack on Michigan Plastic Surgery Practice Affects Almost 20,000 Patients",https://www.hipaajournal.com/cyberattack-on-michigan-plastic-surgery-practice-affects-almost-20000-patients/,Southeast Series of Lockton Companies,9.0,9.0,27.0,2025-03-19 19:20:33,1.0,23.0,2.0,,,4.0,6.0,2.0,62.0,,,3.0,,,,,2025-03-19,,,,,,
False,False,US,2024-07-06,dovehealthcare.com,True,https://www.ransomware.live/id/ZG92ZWhlYWx0aGNhcmUuY29tQDIwMjQtMDctMDY=,"Une cyberattaque a touché le centre de chirurgie plastique Hand & Plastic Surgery Centre au Michigan, affectant près de 20 000 patients, avec des informations personnelles et de santé protégées exposées. Deux autres entreprises, Dove Healthcare au Wisconsin et Southeast Series of Lockton Companies en Géorgie, ont également signalé des violations de données, affectant respectivement 16 255 et 1 706 individus. Les entreprises ont offert des services de surveillance du crédit et de protection contre la fraude aux personnes affectées.","Cyberattack on Michigan Plastic Surgery Practice Affects Almost 20,000 Patients",https://www.hipaajournal.com/cyberattack-on-michigan-plastic-surgery-practice-affects-almost-20000-patients/,Dove Healthcare,1.0,1.0,0.0,2025-03-19 19:20:55,1.0,2.0,,2.0,,2.0,,,0.0,,,,,,,,2025-03-19,,,,,,
False,False,US,2025-01-29,trinityhealthmichigan.org,False,https://www.ransomware.live/id/dHJpbml0eWhlYWx0aG1pY2hpZ2FuLm9yZ0AyMDI1LTAxLTI5,"Une cyberattaque a touché le centre de chirurgie plastique Hand & Plastic Surgery Centre au Michigan, affectant près de 20 000 patients, avec des informations personnelles et de santé protégées exposées. Deux autres entreprises, Dove Healthcare au Wisconsin et Southeast Series of Lockton Companies en Géorgie, ont également signalé des violations de données, affectant respectivement 16 255 et 1 706 individus. Les entreprises ont offert des services de surveillance du crédit et de protection contre la fraude aux personnes affectées.","Cyberattack on Michigan Plastic Surgery Practice Affects Almost 20,000 Patients",https://www.hipaajournal.com/cyberattack-on-michigan-plastic-surgery-practice-affects-almost-20000-patients/,Hand & Plastic Surgery Centre,,,,,,,,,,,,,,,,,,,,,2025-03-19,,,,,,
False,False,US,2024-04-20,cryobank.com,True,https://www.ransomware.live/id/Y3J5b2JhbmsuY29tQDIwMjQtMDQtMjA=,"La California Cryobank, la plus grande banque de sperme aux États-Unis, a confirmé avoir été victime d'une cyberattaque en avril 2024, au cours de laquelle des acteurs malveillants ont pu accéder à des informations sensibles, notamment des données de santé et des informations bancaires. L'incident a pu compromettre la confidentialité des donneurs de sperme, qui pourraient être identifiés et faire l'objet de fraudes ou de chantage. La société n'a pas précisé le nombre de personnes affectées, ni si ses opérations à l'étranger ont été impactées.",California Cryobank confirms year-old cyber attack - Cyber Daily,https://www.cyberdaily.au/security/11870-california-cryobank-confirms-year-old-cyber-attack,California Cryobank (CCB),0.0,0.0,0.0,2025-03-19 11:48:12,107.0,30.0,20.0,38.0,32.0,78.0,2.0,6.0,0.0,2.0,,,,,,,2025-03-19,,,,,,
False,False,US,2025-02-14,lakewashingtonvascular.com,False,https://www.ransomware.live/id/bGFrZXdhc2hpbmd0b252YXNjdWxhci5jb21AMjAyNS0wMi0xNA==,"Une cyberattaque a frappé le Lake Washington Vascular, un fournisseur de soins vasculaires, exposant les données médicales de 21 000 patients et forçant la clinique à cesser ses opérations. Les informations compromises incluent les noms, adresses, historiques médicaux, résultats de tests diagnostiques, numéros d'identification gouvernementaux et numéros d'identification des payeurs. Les patients sont maintenant exposés au risque de vol d'identité, de fraude d'assurance et de chantage médical.","Cyberattack Shuts Down Clinic, 21K Patients Exposed",https://www.vpnranks.com/news/cyberattack-shuts-down-clinic-21k-patients-exposed/,Lake-Washington-Vascular,,,,,,,,,,,,,,,,,,,,,2025-03-20,,,,,,
False,False,US,2025-01-21,cottrillspharmacy.com,False,https://www.ransomware.live/id/Y290dHJpbGxzcGhhcm1hY3kuY29tQDIwMjUtMDEtMjE=,"La pharmacie spécialisée Cottrill's a révélé une violation de données qui a pu affecter des informations personnelles de certains individus, notamment des noms, des dates de naissance, des numéros de sécurité sociale et des informations de santé. L'incident a été découvert le 21 janvier 2025 et la pharmacie a pris des mesures pour sécuriser ses systèmes et notifier les autorités compétentes. Les individus potentiellement affectés sont encouragés à rester vigilants et à prendre des mesures pour protéger leurs informations personnelles.",Data Security Event | Cottrill's Pharmacy,https://cottrillspharmacy.com/data-security-event/,Cottrill's Specialty Pharmacy,,,,,,,,,,,,,,,,,,,,,2025-03-21,,,,,,
False,False,CA,2025-03-19,nshn.care,False,https://www.ransomware.live/id/bnNobi5jYXJlQDIwMjUtMDMtMTk=,"Le North Shore Health Network a été victime d'une cyberattaque qui a affecté ses trois sites à Blind River, Thessalon et Richards Landing, entraînant la perte d'accès à internet et aux dossiers médicaux régionaux. Selon le CEO, Tim Vine, il n'y a eu ni rançon, ni perte de données, ni compromission d'informations de santé ou privées. Le réseau de santé travaille avec une firme de sécurité tierce pour valider son réseau et espère restaurer l'accès à ses systèmes d'ici la fin de la journée.",North Shore Health Network experiences cyber incident - Elliot Lake News,https://www.elliotlaketoday.com/local-news/north-shore-health-network-experiences-cyber-incident-10404284,North Shore Health Network,,,,,,,,,,,,,,,,,,,,,2025-03-21,,,,,,
False,False,FR,2025-03-15,cerballiance.fr,True,https://www.ransomware.live/id/Y2VyYmFsbGlhbmNlLmZyQDIwMjUtMDMtMTU=,"Les laboratoires Cerballiance Provence-Azur et Cerballiance Alpes Durance ont annoncé avoir été victimes d'une cyberattaque compromettant les données administratives de leurs patients, notamment les informations d'état civil, les coordonnées et les données de sécurité sociale. Bien que l'entreprise affirme que les données médicales n'ont pas été affectées, cette attaque soulève de nouvelles inquiétudes quant à la protection des informations sensibles dans le secteur de la santé. Les autorités compétentes, dont l'ANSSI et la CNIL, ont été immédiatement alertées afin de gérer l'incident conformément aux réglementations en vigueur.",Les laboratoires français Cerballiance ont été victimes d'une cyberattaque : voici les données qui ont fuité,https://www.clubic.com/actualite-558117-les-laboratoires-francais-cerballiance-ont-ete-victimes-d-une-cyberattaque-voici-les-donnees-qui-ont-fuite.html,Cerballiance,0.0,0.0,24.0,2025-03-21 15:38:12,7898.0,100.0,358.0,3282.0,2152.0,5529.0,624.0,648.0,7.0,268.0,34.0,1028.0,4.0,33.0,4.0,2.0,2025-03-21,26.0,2.0,,,,
False,False,ZA,2024-12-09,wesizwe.co.za,False,https://www.ransomware.live/id/d2VzaXp3ZS5jby56YUAyMDI0LTEyLTA5,"La société Wesizwe Platinum a été victime d'une cyberattaque, exposant ainsi ses finances. L'attaque a permis aux pirates de accéder à des informations sensibles de l'entreprise. Les détails de l'incident ne sont pas encore précisés, mais l'entreprise est en train d'enquêter sur l'incident.",Wesizwe Platinum’s finances exposed after cyberattack,https://www.businesslive.co.za/bd/companies/mining/2024-12-10-wesizwe-platinums-finances-exposed-after-cyberattack/,Wesizwe Platinum,,,,,,,,,,,,,,,,,,,,,2025-03-21,,,,,,
False,False,US,2024-08-16,parascript.com,False,https://www.ransomware.live/id/cGFyYXNjcmlwdC5jb21AMjAyNC0wOC0xNg==,"La société Parascript, LLC, spécialisée dans les solutions d'automatisation de documents basées sur l'intelligence artificielle, a annoncé une violation de données suite à une attaque ransomware en août 2024, qui a permis à une partie non autorisée d'accéder à des informations sensibles, notamment des noms et des numéros de sécurité sociale. L'enquête a révélé que les données avaient été compromises entre le 29 juillet et le 16 août 2024. Les lettres de notification de violation de données ont été envoyées aux personnes affectées le 18 mars 2025.","Parascript Announces Data Breach Following August 2024 Ransomware Attack | Console and Associates, P.C. - JDSupra",https://www.jdsupra.com/legalnews/parascript-announces-data-breach-4684375/,"Parascript, LLC",,,,,,,,,,,,,,,,,,,,,2025-03-21,,,,,,
False,False,US,2025-03-20,dhrhealth.com,True,https://www.ransomware.live/id/ZGhyaGVhbHRoLmNvbUAyMDI1LTAzLTIw,"DHR Health, un établissement de santé au Texas, a été victime d'une cyberattaque, mais a affirmé que les soins aux patients continuaient sans interruption grâce à des protocoles de sauvegarde en place. L'équipe IT de l'établissement travaille à restaurer la fonctionnalité complète de ses systèmes d'information. L'incident est en cours d'enquête et DHR Health a exprimé sa gratitude envers ses patients, son personnel et sa communauté pour leur patience et leur soutien.",DHR Health hit by cyber attack,https://www.valleycentral.com/news/local-news/dhr-health-hit-by-cyber-attack/,DHR Health,0.0,0.0,0.0,2025-03-21 15:39:07,2.0,1.0,,2.0,,2.0,,,0.0,,,,,,,,2025-03-21,,,,,,
False,False,US,2024-07-06,psea.org,True,https://www.ransomware.live/id/cHNlYS5vcmdAMjAyNC0wNy0wNg==,"La Pennsylvania State Education Association, le syndicat des enseignants de l'État de Pennsylvanie, a admis avoir été victime d'une cyberattaque en juillet 2024, qui a compromis les données personnelles de plus de 500 000 personnes. Les informations volées incluent des noms, des dates de naissance, des numéros de sécurité sociale, des informations de paiement et des données de santé. Le syndicat a engagé des experts en cybersécurité pour enquêter sur l'incident et propose une surveillance du crédit aux personnes affectées.","Pennsylvania Teachers Union Admits Cyberattack That Hit 500,000 People in July - The 74",https://www.the74million.org/article/pennsylvania-teachers-union-admits-cyberattack-that-hit-500000-people-in-july/,Pennsylvania State Education Association,0.0,0.0,0.0,2025-03-22 16:57:01,30.0,11.0,12.0,2.0,2.0,30.0,2.0,,0.0,2.0,,,,,,,2025-03-22,,,,,,
False,False,US,2024-08-31,nwrpc401k.com,False,https://www.ransomware.live/id/bndycGM0MDFrLmNvbUAyMDI0LTA4LTMx,"Northwest Retirement Plan Consultants a signalé une violation de données à la suite d'une cyberattaque survenue en août 2024, qui a permis à une partie non autorisée d'accéder à des informations sensibles de consommateurs. L'enquête a révélé que des fichiers contenant des informations confidentielles avaient été consultés, et des lettres de notification de violation de données ont été envoyées aux personnes affectées. L'entreprise, qui fournit des services de plan de retraite à des entreprises, a pris des mesures pour sécuriser son réseau et enquêter sur l'incident.","Northwest Retirement Plan Consultants Reports Data Breach Following August 2024 Cyberattack | Console and Associates, P.C. - JDSupra",https://www.jdsupra.com/legalnews/northwest-retirement-plan-consultants-1250186/,Northwest Retirement Plan Consultants (NWRPC),,,,,,,,,,,,,,,,,,,,,2025-03-22,,,,,,
False,False,BH,2025-03-20,wsc.com.bs,True,https://www.ransomware.live/id/d3NjLmNvbS5ic0AyMDI1LTAzLTIw,"La Water and Sewerage Corporation a été victime d'une cyberattaque, mais pour l'instant, il n'y a aucune preuve que des données client ont été compromises. La corporation recommande à ses clients d'être prudents face aux liens d'email suspects et aux demandes de renseignements personnels ou financiers. L'équipe de sécurité suit de près la situation et prend toutes les mesures nécessaires pour sécuriser les systèmes.",Water and Sewerage Corporation responds to cybersecurity incident - Eye Witness News,https://ewnews.com/water-and-sewerage-corporation-responds-to-cybersecurity-incident/,Water and Sewerage Corporation,1.0,1.0,1.0,2025-03-22 16:57:42,81.0,14.0,4.0,54.0,24.0,56.0,6.0,2.0,4.0,,,,,,,,2025-03-22,,,2.0,,,
False,False,US,2025-03-23,teaysvalleychristian.org,False,https://www.ransomware.live/id/dGVheXN2YWxsZXljaHJpc3RpYW4ub3JnQDIwMjUtMDMtMjM=,"La police enquête sur une menace de ransomware au Teays Valley Christian School dans le comté de Putnam, en Virginie-Occidentale. Les détails de l'incident ne sont pas encore disponibles, mais l'école a pris des mesures pour protéger ses systèmes et données. L'enquête est en cours pour déterminer l'origine et l'impact de la cyberattaque. (via eCrime.ch)",Ransomware Threat Investigated at Teays Valley Christian School in Putnam County | WV News | wvnews.com,https://www.wvnews.com/news/wvnews/ransomware-threat-investigated-at-teays-valley-christian-school-in-putnam-county/article_b199fa83-a69a-482f-8913-2e1aece65dce.html,Teays Valley Christian School,,,,,,,,,,,,,,,,,,,,,2025-03-24,,,,,,
False,False,US,2025-03-13,unioncountypa.org,False,https://www.ransomware.live/id/dW5pb25jb3VudHlwYS5vcmdAMjAyNS0wMy0xMw==,"Le comté de Union a détecté une attaque par ransomware sur son réseau informatique le 13 mars 2025, entraînant l'accès non autorisé et le vol de certaines données, principalement liées aux forces de l'ordre, aux affaires judiciaires et aux services du comté. Les informations compromises incluent potentiellement des numéros de sécurité sociale et de permis de conduire. En réponse, le comté a renforcé sa cybersécurité, lancé une enquête avec des experts et informé les autorités, tout en préparant des notifications et des services de surveillance du crédit pour les personnes concernées. (via eCrime.ch)",Notice of Data Security Incident,https://unioncountypa.org/notice-of-data-security-incident/,"County of Union, PA",,,,,,,,,,,,,,,,,,,,,2025-03-24,,,,,,
False,False,IT,2025-03-23,amaroma.it,True,https://www.ransomware.live/id/YW1hcm9tYS5pdEAyMDI1LTAzLTIz,"L'entreprise Ama, responsable de la gestion des déchets à Rome, a été victime d'une cyberattaque contre ses systèmes informatiques. L'entreprise a activé ses procédures d'urgence et a mis en place une équipe spécialisée pour contenir l'intrusion et limiter les dégâts, en collaboration avec les autorités compétentes. Ama travaille actuellement à assurer la pleine opérabilité de ses services, tout en minimisant les perturbations pour les utilisateurs.","Attacco hacker ai sistemi informatici di Ama: ""Tecnici al lavoro per assicurare piena operatività""",https://www.romatoday.it/attualita/attacco-hacker-ama-roma.html,Ama Roma S.p.A.,14.0,4.0,25.0,2025-03-24 11:56:22,1831.0,100.0,90.0,840.0,528.0,1184.0,140.0,146.0,5.0,62.0,14.0,,14.0,,4.0,,2025-03-24,6.0,,,,,
False,False,ZA,2025-03-16,astralfoods.com,True,https://www.ransomware.live/id/YXN0cmFsZm9vZHMuY29tQDIwMjUtMDMtMTY=,"Astral Foods, le principal producteur de volaille d'Afrique du Sud, prévoit une baisse de son bénéfice semestriel pouvant atteindre 60 %, en raison de la baisse des prix du poulet et de la hausse des coûts des intrants. Un incident de cybersécurité survenu le 16 mars a aggravé la situation, entraînant des pertes de revenus et des coûts supplémentaires pour résorber l’arriéré de production, impactant le bénéfice d’environ 20 millions de rands (1,10 million de dollars). L'entreprise assure toutefois que toutes ses unités fonctionnent désormais normalement et qu'aucune donnée sensible de clients, fournisseurs ou parties prenantes n’a été compromise.",MSN,https://www.astralfoods.com/assets/Documents/News/SENS/2025/25.03.24%20Announcement%20-%20Voluntary%20trading%20update.VF.pdf,Astral Foods,5.0,6.0,1.0,2025-03-24 11:56:41,0.0,4.0,,4.0,,4.0,2.0,,1.0,,,,,,,,2025-03-24,,,,,,
False,False,US,2025-01-13,columbiaeye.com,False,https://www.ransomware.live/id/Y29sdW1iaWFleWUuY29tQDIwMjUtMDEtMTM=,"La clinique Columbia Eye a détecté une intrusion dans son réseau informatique entre le 9 et le 13 janvier 2025, affectant l'accès à certains systèmes et exposant potentiellement des données personnelles. Les informations compromises pourraient inclure des noms, coordonnées, dates de naissance et codes de procédure médicale, bien que les dossiers médicaux électroniques et les systèmes de gestion n’aient pas été impactés. En réponse, la clinique a renforcé sa cybersécurité, informé les autorités et procède actuellement à une analyse approfondie des fichiers concernés avant de notifier individuellement les personnes affectées. (via eCrime.ch)",Notice of Data Security Incident,https://columbiaeye.com/notice-of-data-security-incident/,Columbia Eye Clinic,,,,,,,,,,,,,,,,,,,,,2025-03-25,,,,,,
False,False,MY,2025-03-25,klia.com.my,False,https://www.ransomware.live/id/a2xpYS5jb20ubXlAMjAyNS0wMy0yNQ==,"Le Premier ministre malaisien, Anwar Ibrahim, a révélé que le système numérique de l'aéroport international de Kuala Lumpur (KLIA) avait été victime d'une cyberattaque, avec une demande de rançon de 10 millions de dollars. Il a refusé cette demande en moins de 5 secondes et a souligné que le gouvernement ne céderait pas aux menaces des criminels. Le gouvernement va également renforcer la sécurité en ligne et allouer plus de ressources pour améliorer les capacités de réaction aux attaques cyber.",KLIA系统遭骇客攻击｜曾索1千万美元赎金 安华5秒内拒绝｜附音频 | 中國報 China Press,https://www.chinapress.com.my/20250325/klia系统遭骇客攻击｜曾索1千万美元赎金-安华5秒内拒/,KLIA (Kuala Lumpur International Airport),,,,,,,,,,,,,,,,,,,,,2025-03-25,,,,,,
False,False,US,2025-02-12,oag.state.va.us,False,https://www.ransomware.live/id/b2FnLnN0YXRlLnZhLnVzQDIwMjUtMDItMTI=,"Le bureau du procureur général de Virginie a été victime d'une cyberattaque sophistiquée, ce qui a entraîné la fermeture de ses systèmes informatiques et la suspension de l'accès à internet et à ses systèmes de courriel. Les enquêteurs de la police d'État de Virginie et du FBI ont été notifiés et mènent une enquête conjointe. Il est actuellement inconnu si l'attaque est liée à une demande de rançon.",'Sophisticated' cyberattack downs systems at Virginia attorney general's office | StateScoop,https://statescoop.com/cyberattack-virginia-attorney-general-office-2025/,Bureau du procureur général de Virginie,,,,,,,,,,,,,,,,,,,,,2025-03-25,,,,,,
False,False,AU,2025-03-26,mariaenzersdorf.gv.at,False,https://www.ransomware.live/id/bWFyaWFlbnplcnNkb3JmLmd2LmF0QDIwMjUtMDMtMjY=,"Une cyberattaque a frappé la mairie de Maria Enzersdorf, en Autriche, laissant les ordinateurs de l'administration hors service. Les hackers ont réussi à infiltrer les systèmes informatiques de la mairie pendant la nuit. Les détails de l'attaque et les motivations des pirates informatiques restent pour l'instant inconnus.",Nichts geht mehr - Computer-Hacker legen über Nacht Gemeindeamt lahm | krone.at,https://www.krone.at/3738398,Maria Enzersdorf,,,,,,,,,,,,,,,,,,,,,2025-03-26,,,,,,
False,False,TW,2025-03-25,k-yang.com.tw,False,https://www.ransomware.live/id/ay15YW5nLmNvbS50d0AyMDI1LTAzLTI1,"Voici le résumé de l'article :

La société a subi une attaque par cryptage le 25 mars 2025, mais a activé ses mécanismes de défense et de récupération pour éviter tout impact significatif sur ses opérations. Aucune fuite de données personnelles ou de documents n'a été détectée. La société va mener une enquête approfondie sur l'incident et renforcer ses mesures de sécurité pour prévenir de futures attaques.",Today's Information,https://emops.twse.com.tw/server-java/t05sr01_1_e?&isNew=Y&seq_no=3&spoke_time=180014&spoke_date=20250325&co_id=2505,"KUOYANG DEVELOPMENT CO.,LTD",,,,,,,,,,,,,,,,,,,,,2025-03-26,,,,,,
False,False,TW,2025-03-25,johnsonhealthtech.com,False,https://www.ransomware.live/id/am9obnNvbmhlYWx0aHRlY2guY29tQDIwMjUtMDMtMjU=,"Le groupe a été victime d'une cyberattaque le 25 mars 2025, avec des hackers ayant tenté d'accéder à ses réseaux internes, mais les mécanismes de défense ont été activés pour prévenir tout impact sécuritaire. Aucune fuite de données personnelles, confidentielles ou importantes n'a été détectée, et l'activité de l'entreprise n'a pas été significativement affectée. Un cabinet de cybersécurité a été engagé pour résoudre l'incident et améliorer les contrôles de sécurité du réseau et de l'infrastructure IT.",Today's Information,https://emops.twse.com.tw/server-java/t05sr01_1_e?&isNew=Y&seq_no=1&spoke_time=161226&spoke_date=20250325&co_id=1736,"Johnson Health Tech. Co., Ltd.",,,,,,,,,,,,,,,,,,,,,2025-03-26,,,,,,
False,False,BR,2025-03-24,hospitalorizonti.com.br,True,https://www.ransomware.live/id/aG9zcGl0YWxvcml6b250aS5jb20uYnJAMjAyNS0wMy0yNA==,"Le Hospital Orizonti à Belo Horizonte, au Brésil, a confirmé une cyberattaque qui a rendu son site web indisponible et a perturbé l'accès aux examens et consultations médicales. L'hôpital a assuré que les données des patients étaient protégées et que les services centraux fonctionnaient normalement. Les équipes travaillent à résoudre l'incident et à renforcer la sécurité de l'information.",Hospital Orizonti confirma incidente cibernético - Security Leaders,https://securityleaders.com.br/hospital-orizonti-confirma-incidente-cibernetico/,Hospital Orizonti,0.0,0.0,0.0,2025-03-26 10:12:51,5.0,2.0,,10.0,,,,,0.0,,,,,,,,2025-03-26,,,,,,
ransomhub,https:/www.ransomware.live/id/ZWFwLmdyQHJhbnNvbWh1Yg==,GR,2024-10-25,eap.gr,True,https://www.ransomware.live/id/ZWFwLmdyQDIwMjQtMTAtMjU=,"L'Université ouverte hellénique (EAP) a subi une cyberattaque majeure le 25 octobre 2024, entraînant la fuite de 813 Go de données personnelles sensibles sur le dark web. L'attaque par ransomware a exploité des informations d'identification spécifiques pour infiltrer les systèmes IT et de sauvegarde de l'université, causant des perturbations généralisées. Une enquête est en cours pour déterminer l'ampleur des dégâts et identifier les responsables de la cyberattaque.","Hellenic Open University Hit By Cyberattack, 813 GB Of Personal Data Leaked On Dark Web",https://greekcitytimes.com/2025/03/29/hellenic-open-university-hit-by-cyberattack-813-gb-of-personal-data-leaked-on-dark-web/,Hellenic Open University (EAP),40.0,100.0,305.0,2024-11-01 18:14:39,1626.0,100.0,,,,,,,58.0,,,,,,,,2025-03-28,,,,,,
False,False,TW,2025-03-31,tw.systex.com,False,https://www.ransomware.live/id/dHcuc3lzdGV4LmNvbUAyMDI1LTAzLTMx,"Le 31 mars 2025, Systex a reçu une lettre anonyme de demande de rançon en ligne, déclenchant une enquête en collaboration avec le MJIB et des experts en cybersécurité internes et externes. L’incident fait actuellement l’objet d’une analyse approfondie pour identifier sa cause et renforcer la sécurité des systèmes, bien qu’aucun impact significatif sur les opérations n’ait été signalé. En réponse, l’entreprise a renforcé ses mesures de surveillance et de protection pour mieux sécuriser ses infrastructures informatiques.",Today's Information,https://emops.twse.com.tw/server-java/t05sr01_1_e?&isNew=Y&seq_no=1&spoke_time=170231&spoke_date=20250331&co_id=6214,Systex Corporation,,,,,,,,,,,,,,,,,,,,,2025-03-31,,,,,,
False,False,BR,2025-03-28,cnen.gov.br,True,https://www.ransomware.live/id/Y25lbi5nb3YuYnJAMjAyNS0wMy0yOA==,"Une cyberattaque a frappé l'Institut de recherche nucléaire brésilien (IPEN/CNEN) le 28 mars, entraînant la suspension temporaire de la production et de la livraison de six radiofármacos. Les mesures correctives ont été mises en œuvre immédiatement, mais la sécurité physique, radiologique et nucléaire n'ont pas été compromises. La production et la livraison des radiofármacos devraient reprendre une fois que les mesures de sécurité nécessaires auront été mises en place.",Incidente cibernético trava produção e fornecimento de seis radiofármacos - Capital Digital,https://capitaldigital.com.br/incidente-cibernetico-trava-producao-e-fornecimento-de-seis-radiofarmacos/,IPEN/CNEN (Instituto de Pesquisas Energéticas e Nucleares / Comissão Nacional de Energia Nuclear),1.0,1.0,9.0,2025-03-31 15:28:32,56.0,18.0,,14.0,10.0,48.0,18.0,2.0,16.0,2.0,,,,,,,2025-03-31,,,,,,
play,https:/www.ransomware.live/id/TUlQUyBUZWNobm9sb2dpZXNAcGxheQ==,US,2024-06-26,mips.com,True,https://www.ransomware.live/id/bWlwcy5jb21AMjAyNC0wNi0yNg==,"MIPS a signalé au procureur général de Californie une violation de données survenue le 26 juin 2024, au cours de laquelle des acteurs non autorisés ont pu accéder à des informations sensibles. L'enquête a révélé que les données compromises incluent potentiellement des noms et des numéros de sécurité sociale. À la suite de cette découverte, MIPS a lancé une analyse approfondie pour identifier les personnes concernées et, depuis le 18 septembre 2024, envoie des notifications aux individus affectés tout en leur offrant des services de surveillance du crédit. La cyberattaque a été revendiquée par Play le 17 juillet 2024.",MIPS Data Breach Investigation - Strauss Borrelli PLLC,https://straussborrelli.com/2024/09/20/mips-data-breach-investigation/,MIPS,2.0,2.0,0.0,2024-07-17 19:11:00,108.0,14.0,,,,,,,0.0,,,,,,,,2025-03-31,,,,,,
