Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
UK,2018,Man-in-the-Middle,Government,1.4252119680036983,1.2438017978772369,Nation-state,Social Engineering,VPN,-0.8496967058831288
Germany,2023,SQL Injection,Education,-0.45482837877159,0.5441399533994931,Insider,Weak Passwords,AI-based Detection,-1.5790083669180872
China,2020,Malware,Healthcare,-1.34100408546482,0.48942718296103754,Insider,Unpatched Software,VPN,-1.044179815492451
USA,2019,DDoS,Telecommunications,-0.25021940533281595,-0.8207644666930662,Unknown,Unpatched Software,Antivirus,-0.31486815445749267
USA,2022,Ransomware,Retail,1.4724561452323457,0.9199267574342265,Hacker Group,Social Engineering,Firewall,-1.5303875895157566
USA,2020,DDoS,Banking,1.7131930189047913,1.5298253012153251,Unknown,Social Engineering,AI-based Detection,-1.5790083669180872
Brazil,2017,DDoS,Healthcare,0.42544180576805923,-0.15322796305721986,Unknown,Social Engineering,Firewall,-1.3359044799064344
USA,2017,DDoS,Government,1.6117569913256367,0.9985067278388678,Unknown,Unpatched Software,Antivirus,-1.5790083669180872
France,2015,SQL Injection,IT,-0.23041853693551526,-1.491784981308223,Unknown,Weak Passwords,Firewall,1.3382382772217463
France,2020,DDoS,Telecommunications,0.5480682363688862,1.6921491672087936,Nation-state,Weak Passwords,Firewall,0.8034097257961103
Japan,2021,Malware,Retail,1.4002003447650027,1.162769221723794,Nation-state,Social Engineering,AI-based Detection,-0.9955590380901205
Russia,2015,Man-in-the-Middle,IT,1.5474910149484329,0.2133796793775684,Unknown,Weak Passwords,Firewall,1.046513612807763
UK,2022,Malware,Healthcare,-1.3139081602895664,0.9541356058320679,Hacker Group,Weak Passwords,Firewall,-1.2386629251017733
UK,2021,Phishing,IT,1.3581669223777506,-0.494709332251121,Nation-state,Weak Passwords,VPN,-0.2662473770551621
India,2022,Malware,Telecommunications,1.6166203625109388,-0.3444346250207524,Hacker Group,Zero-day,VPN,1.2409967224170853
China,2023,DDoS,Government,0.1030697729137599,-0.4491274301911153,Unknown,Unpatched Software,Antivirus,0.46306428397979627
Australia,2020,SQL Injection,IT,-1.0238428074519157,0.609846330759792,Unknown,Weak Passwords,VPN,-1.481766812113426
India,2019,SQL Injection,Retail,-1.2194198058322716,0.034984519173598544,Hacker Group,Unpatched Software,Firewall,1.7272044964403908
Japan,2022,Malware,Education,1.6266944885376353,0.8216121070170762,Nation-state,Social Engineering,Encryption,1.1923759450147546
UK,2016,Ransomware,Healthcare,0.3879243709100156,0.4664154629184843,Hacker Group,Social Engineering,VPN,1.2896174998194159
Australia,2022,SQL Injection,IT,-1.2228936423932018,-1.5948427159793848,Hacker Group,Unpatched Software,VPN,-0.16900582225050098
Japan,2019,Malware,Telecommunications,-1.5497816627767098,-0.9289033381687073,Unknown,Social Engineering,Antivirus,-0.7524551510784677
USA,2015,Man-in-the-Middle,Retail,-0.8880157979195545,-0.194063331347393,Nation-state,Weak Passwords,VPN,-0.023143490043509303
France,2020,Ransomware,Retail,1.6284314068181007,-0.12951944081880457,Nation-state,Social Engineering,Encryption,-1.0928005928947817
Japan,2017,SQL Injection,Education,-1.3548994317085397,-0.4849230558666624,Hacker Group,Social Engineering,AI-based Detection,-0.4121097092621538
India,2022,Man-in-the-Middle,Government,-1.613352871841728,-0.5063410995998677,Hacker Group,Social Engineering,Firewall,-0.46073048666448435
China,2016,DDoS,Banking,0.9173370627957401,0.34644820169229384,Insider,Social Engineering,Firewall,-0.31486815445749267
Russia,2022,Man-in-the-Middle,Education,1.5961247268014518,-1.374684267729366,Nation-state,Unpatched Software,Encryption,-0.4121097092621538
France,2016,Ransomware,Healthcare,-0.5628646958165113,-1.1974550438729277,Insider,Unpatched Software,AI-based Detection,-0.3634889318598232
Brazil,2022,SQL Injection,Healthcare,0.21319039189523936,-0.9037977620227468,Insider,Social Engineering,Encryption,-0.7524551510784677
China,2016,SQL Injection,Banking,0.4577484857847077,-0.4098443440204368,Insider,Zero-day,Firewall,0.6575473935891185
Germany,2018,DDoS,Retail,1.0545536069524728,-1.2296666226103528,Insider,Weak Passwords,Antivirus,0.8520305031984408
Japan,2022,DDoS,Healthcare,-1.4240287792710458,-0.40437686144399443,Nation-state,Weak Passwords,VPN,1.1923759450147546
Russia,2023,Malware,IT,-0.11369762848826898,-0.3472977231522648,Nation-state,Social Engineering,Encryption,1.046513612807763
UK,2018,Ransomware,Retail,-0.7473254172018916,1.6431591435175417,Nation-state,Weak Passwords,Antivirus,0.2685811743704741
France,2017,Malware,Telecommunications,1.6027250162672186,-0.3972432627259611,Unknown,Zero-day,Antivirus,-0.21762659965283154
India,2019,SQL Injection,IT,-0.22659731671849231,0.8978740027899388,Nation-state,Weak Passwords,VPN,-0.8983174832854594
India,2017,Man-in-the-Middle,Healthcare,1.4210433641305826,0.40458289182527984,Nation-state,Weak Passwords,AI-based Detection,0.608926616186788
Brazil,2024,SQL Injection,IT,0.11175436431608478,0.6067693626473714,Insider,Zero-day,AI-based Detection,-1.5303875895157566
China,2018,SQL Injection,Education,-1.2204619568005508,1.3907546213718869,Nation-state,Social Engineering,Encryption,0.5116850613821269
Russia,2021,SQL Injection,Banking,1.0486480847988922,1.65012026644452,Hacker Group,Unpatched Software,Antivirus,-0.8496967058831288
France,2015,Malware,Government,-1.1530695275185099,0.36345776420613435,Hacker Group,Social Engineering,AI-based Detection,0.02547728735882126
India,2021,SQL Injection,IT,0.05790989762167042,-1.3956021316685119,Unknown,Zero-day,Firewall,0.9492720580031019
USA,2023,SQL Injection,Government,1.3536509348485413,-1.536021572198,Hacker Group,Zero-day,Antivirus,-1.384525257308765
USA,2023,Malware,Banking,-0.5065885435294463,-1.4236501448098702,Hacker Group,Zero-day,AI-based Detection,0.21996039696814348
Brazil,2019,Ransomware,Healthcare,-1.4302816850807196,0.9688995335463728,Insider,Unpatched Software,Antivirus,1.6299629416357297
China,2023,Phishing,Banking,-1.2256727116419457,0.32022498242029723,Nation-state,Unpatched Software,Antivirus,-1.044179815492451
UK,2019,Ransomware,IT,-1.129447438904186,1.0165304480041115,Hacker Group,Zero-day,AI-based Detection,-1.0928005928947817
France,2018,SQL Injection,Banking,-0.6132353259499955,-1.474972041196185,Unknown,Weak Passwords,VPN,-0.3634889318598232
Brazil,2023,Man-in-the-Middle,Retail,0.30177322419895297,0.36600005736628455,Nation-state,Social Engineering,AI-based Detection,-0.2662473770551621
Japan,2021,SQL Injection,Telecommunications,-0.7699053548479363,0.5608459585210768,Insider,Weak Passwords,Firewall,-0.7038343736761371
China,2023,Phishing,Banking,-0.5982978287379968,-1.2810437112498052,Nation-state,Weak Passwords,AI-based Detection,-0.5579720414691455
Brazil,2019,SQL Injection,Government,-0.8880157979195545,-0.426288185939617,Unknown,Weak Passwords,Encryption,-1.6276291443204178
UK,2020,Ransomware,Banking,1.65274826274461,1.0018631067327974,Unknown,Social Engineering,Firewall,0.2685811743704741
Russia,2017,SQL Injection,Healthcare,0.5779432307928838,-1.0569286683529857,Nation-state,Unpatched Software,Encryption,0.9492720580031019
India,2023,DDoS,Government,-0.5569591736629304,0.2607346325696192,Unknown,Unpatched Software,Firewall,-0.07176426744583986
UK,2018,Ransomware,Retail,-0.1675420951826831,-0.7839857290085058,Hacker Group,Social Engineering,Firewall,0.2685811743704741
Australia,2022,Man-in-the-Middle,Government,-0.4239112333793134,0.9978133751588268,Nation-state,Weak Passwords,Firewall,-1.1900421476994427
Australia,2019,Ransomware,Banking,-1.2256727116419457,-1.3036207922988998,Insider,Weak Passwords,Encryption,1.4841006094287381
Australia,2016,Phishing,IT,0.162819761761755,-1.5105710444699296,Unknown,Zero-day,Encryption,-0.3634889318598232
China,2018,DDoS,Telecommunications,1.1466102758171166,-0.24107678247315498,Insider,Social Engineering,Antivirus,-0.7524551510784677
France,2024,SQL Injection,Retail,-1.6473964701388415,1.3675704255382788,Nation-state,Zero-day,Antivirus,-1.287283702504104
Australia,2020,Man-in-the-Middle,Banking,-0.5524431861337213,-0.2665687043910786,Unknown,Unpatched Software,Encryption,0.5116850613821269
USA,2021,Phishing,Banking,-0.7553152412920305,1.5675388576874034,Unknown,Zero-day,Antivirus,-0.07176426744583986
Russia,2017,Man-in-the-Middle,IT,0.16455668004221988,-1.6980073856410005,Nation-state,Weak Passwords,Firewall,-0.8010759284807982
Germany,2021,Man-in-the-Middle,Banking,-1.252073869505013,-0.7307114066674487,Nation-state,Unpatched Software,AI-based Detection,-1.0928005928947817
USA,2023,Malware,Banking,0.5407731795909335,-1.0885572789166449,Insider,Social Engineering,AI-based Detection,0.8034097257961103
USA,2017,Phishing,Telecommunications,-1.0731712866171208,1.327097256409321,Unknown,Weak Passwords,Firewall,1.143755167612424
USA,2017,Man-in-the-Middle,Retail,0.29482555107709296,0.21234482463123863,Nation-state,Social Engineering,VPN,1.2896174998194159
Brazil,2015,SQL Injection,IT,1.256730894798596,0.654741779171399,Unknown,Unpatched Software,Firewall,1.3868590546240769
Australia,2015,DDoS,Education,0.03637211094390483,-0.7139226131661586,Nation-state,Weak Passwords,Antivirus,-0.3634889318598232
China,2024,SQL Injection,Education,-1.2812540966168249,-0.38065109162647365,Unknown,Zero-day,Encryption,0.31720195177280464
Japan,2016,Man-in-the-Middle,IT,0.23090695835598202,0.2952021946540431,Insider,Unpatched Software,Antivirus,-1.044179815492451
Germany,2015,DDoS,IT,1.4345913267182095,1.178064374874548,Unknown,Social Engineering,AI-based Detection,-0.5093512640668149
Japan,2017,Phishing,Telecommunications,1.3671988974361682,-1.5878091532201632,Hacker Group,Weak Passwords,AI-based Detection,-0.8983174832854594
UK,2021,Phishing,Banking,-0.20123830982370355,-0.33197497387494185,Insider,Social Engineering,VPN,0.31720195177280464
UK,2023,DDoS,Education,0.1218284903427816,1.0427226216337182,Insider,Social Engineering,AI-based Detection,0.9492720580031019
Russia,2018,Ransomware,Education,1.0225943105919175,0.28514340651971765,Hacker Group,Social Engineering,Antivirus,0.12271884216348238
Japan,2015,Phishing,Education,-1.6696290241287932,0.16439655471795878,Unknown,Zero-day,VPN,1.2409967224170853
France,2019,DDoS,Education,0.5612688153004204,-1.5784299197025944,Insider,Social Engineering,VPN,-1.5303875895157566
USA,2016,DDoS,Retail,-1.273611656182779,0.2824217385368703,Hacker Group,Social Engineering,AI-based Detection,0.02547728735882126
Russia,2017,Malware,Government,-1.6619865836947472,-0.013201767331337167,Hacker Group,Zero-day,VPN,-0.07176426744583986
USA,2022,Man-in-the-Middle,Banking,0.521667078505819,1.6324104522189964,Hacker Group,Weak Passwords,Antivirus,1.6299629416357297
France,2021,Malware,Telecommunications,0.6303981628629262,1.3459109156975964,Hacker Group,Social Engineering,Firewall,-0.8496967058831288
UK,2018,Man-in-the-Middle,IT,0.8794722442816035,0.2394131752794046,Unknown,Unpatched Software,Firewall,-0.21762659965283154
USA,2015,DDoS,Healthcare,0.4341263971703841,-0.9384826436039,Nation-state,Weak Passwords,Antivirus,-0.16900582225050098
India,2015,Malware,Retail,1.3706727339970983,1.4235008750615823,Unknown,Zero-day,Encryption,0.31720195177280464
Australia,2024,SQL Injection,IT,1.661085470490842,0.6541967556716652,Insider,Unpatched Software,VPN,0.5603058387844574
India,2017,Ransomware,Government,-0.40376298132591976,1.601050903889383,Nation-state,Weak Passwords,Antivirus,-0.5579720414691455
Brazil,2015,DDoS,Banking,-1.0985302935119095,1.6287022227113146,Unknown,Weak Passwords,Firewall,1.3868590546240769
Australia,2019,DDoS,Education,0.14371366067664038,-1.6624773726836781,Insider,Unpatched Software,Firewall,0.3658227291751352
UK,2015,Man-in-the-Middle,Retail,-1.4789153969337387,0.5269406675154921,Nation-state,Social Engineering,Firewall,-0.3634889318598232
Brazil,2018,Phishing,Education,0.2465392228801669,-0.8520412266429733,Nation-state,Zero-day,Antivirus,0.17133961956581292
Japan,2021,Man-in-the-Middle,Retail,-1.407701747434675,0.10964928912129225,Hacker Group,Weak Passwords,Encryption,1.7272044964403908
France,2015,Ransomware,IT,1.1646742259339522,1.1036203739394048,Unknown,Social Engineering,Firewall,-0.7524551510784677
Russia,2016,SQL Injection,Government,0.9534649630294113,0.11769700953191685,Hacker Group,Weak Passwords,VPN,0.31720195177280464
Japan,2023,Phishing,Healthcare,-0.04074706070874,-0.14136162863263835,Hacker Group,Weak Passwords,Firewall,-1.0928005928947817
China,2021,Man-in-the-Middle,Telecommunications,0.5598792806760482,0.31617180133050554,Insider,Weak Passwords,AI-based Detection,-1.3359044799064344
Brazil,2020,Malware,Retail,1.362335526250866,0.08590627172466597,Nation-state,Weak Passwords,AI-based Detection,1.3868590546240769
Germany,2018,Man-in-the-Middle,Retail,-0.2505667889889089,-1.6641952315625856,Hacker Group,Zero-day,Firewall,-1.5303875895157566
Brazil,2020,Phishing,Banking,-1.001957637118057,-0.24059729977402217,Hacker Group,Zero-day,Encryption,-0.606592818871476
Japan,2019,Malware,IT,-0.586486784430835,-1.5608822327206624,Nation-state,Weak Passwords,Antivirus,1.7272044964403908
Australia,2015,Malware,Banking,-1.467799119938763,-0.9052810538258195,Insider,Social Engineering,Antivirus,-0.3634889318598232
Brazil,2020,Phishing,Banking,-0.5555696390385585,-0.4562230842351165,Insider,Weak Passwords,VPN,1.7272044964403908
Brazil,2021,Ransomware,Healthcare,0.5821118346659998,1.0061094607085705,Nation-state,Weak Passwords,AI-based Detection,-0.7524551510784677
Japan,2020,SQL Injection,Telecommunications,-0.4239112333793134,0.003956124362810604,Hacker Group,Social Engineering,Encryption,0.17133961956581292
Germany,2020,Malware,Government,-0.6219199173523203,0.8232609755795616,Insider,Zero-day,VPN,-1.5790083669180872
China,2017,Phishing,Healthcare,0.6915376863352934,0.5075095448952399,Unknown,Unpatched Software,Firewall,-0.94693826068779
Brazil,2023,SQL Injection,Telecommunications,-0.658395201242085,1.1541971749083624,Insider,Weak Passwords,Encryption,-0.5579720414691455
Brazil,2018,SQL Injection,Retail,1.191422767453113,-1.3963920707915438,Insider,Unpatched Software,Firewall,0.9492720580031019
UK,2016,SQL Injection,Telecommunications,1.663864539739586,1.1446765112421284,Insider,Weak Passwords,Firewall,-0.8496967058831288
Japan,2022,SQL Injection,Retail,-0.23493452446472426,-0.38583916342140695,Nation-state,Weak Passwords,AI-based Detection,1.6785837190380604
China,2015,Ransomware,Government,1.2640259515765486,-1.3983375977146437,Unknown,Zero-day,AI-based Detection,1.143755167612424
Japan,2017,Malware,Education,-0.8425085389713723,1.5193836168248576,Insider,Zero-day,AI-based Detection,-0.8010759284807982
USA,2018,DDoS,IT,-0.8407716206909073,1.5121120374739805,Insider,Zero-day,Firewall,-0.4121097092621538
Brazil,2016,Malware,Retail,0.9142106098909031,0.5724742763540025,Unknown,Unpatched Software,AI-based Detection,-1.287283702504104
USA,2016,Malware,Banking,-0.4965144175027492,-1.0698022613973281,Hacker Group,Social Engineering,AI-based Detection,0.5603058387844574
China,2022,Ransomware,Education,-0.032409852962508055,-0.8536176553732157,Hacker Group,Social Engineering,Firewall,0.46306428397979627
India,2019,DDoS,Banking,0.2941307837649071,1.3354140390539915,Unknown,Weak Passwords,Antivirus,-0.8496967058831288
China,2020,Ransomware,Banking,1.652053495432424,-1.1592689037333588,Hacker Group,Unpatched Software,VPN,-0.9955590380901205
UK,2016,Ransomware,Government,1.1525157979706975,0.6777190040557411,Nation-state,Social Engineering,Firewall,0.8034097257961103
USA,2023,SQL Injection,Banking,-0.6889649629782685,0.8448721921987485,Nation-state,Zero-day,AI-based Detection,-0.4121097092621538
UK,2024,Man-in-the-Middle,Government,1.2591625803912467,0.5313215526082882,Hacker Group,Unpatched Software,VPN,-0.5579720414691455
China,2022,DDoS,Retail,0.9465172899075514,0.4754014516324479,Hacker Group,Zero-day,AI-based Detection,-0.8496967058831288
Australia,2017,Malware,Banking,1.464466321142207,1.0782181394328298,Hacker Group,Weak Passwords,Antivirus,1.2409967224170853
China,2021,Ransomware,Government,-1.5470025935279659,-1.422742922148921,Nation-state,Weak Passwords,AI-based Detection,0.5116850613821269
Australia,2023,Man-in-the-Middle,Telecommunications,0.5703007903588379,-1.2021187892630538,Nation-state,Unpatched Software,Firewall,1.046513612807763
India,2016,Man-in-the-Middle,IT,-0.9418602646139688,0.39131605397733205,Nation-state,Zero-day,VPN,-0.9955590380901205
Australia,2021,Man-in-the-Middle,Banking,1.0958922620275395,1.1162938950661234,Insider,Weak Passwords,Antivirus,1.3382382772217463
Brazil,2017,Malware,Telecommunications,-1.5424866059987568,-0.23658206335826262,Unknown,Zero-day,Encryption,-1.1900421476994427
USA,2020,DDoS,Retail,-1.263537530156082,0.9745222443347646,Unknown,Zero-day,VPN,0.7061681709914491
France,2021,Phishing,Retail,-0.6590899685542709,-0.42980324256131713,Nation-state,Social Engineering,Encryption,1.3868590546240769
India,2024,Malware,Healthcare,-1.2767381090876158,-0.6005715232848365,Unknown,Zero-day,AI-based Detection,0.8520305031984408
Australia,2017,SQL Injection,IT,1.719445924714465,0.5804909511222371,Hacker Group,Zero-day,Firewall,-1.141421370297112
India,2022,Malware,Telecommunications,-1.074560821241493,0.9232486411699451,Hacker Group,Unpatched Software,Encryption,-0.8010759284807982
Japan,2018,Man-in-the-Middle,Telecommunications,1.0809547648155404,-0.8583779872063327,Insider,Unpatched Software,Encryption,-1.384525257308765
Germany,2017,Ransomware,Government,1.0493428521110781,-1.3717866744396425,Nation-state,Social Engineering,Encryption,1.4841006094287381
Japan,2020,SQL Injection,Retail,-1.3924168665665833,1.2673895870619138,Nation-state,Unpatched Software,Firewall,0.3658227291751352
France,2015,DDoS,Banking,1.2112236358504136,-1.5669671786290815,Hacker Group,Zero-day,Encryption,-1.5303875895157566
USA,2017,Phishing,Retail,-1.2246305606736665,0.3260236185155651,Unknown,Zero-day,AI-based Detection,-1.384525257308765
Brazil,2022,Malware,Telecommunications,-0.3617295589386674,-0.1553701123821225,Nation-state,Weak Passwords,Antivirus,-1.287283702504104
China,2021,DDoS,Telecommunications,-1.3997119233445359,1.5370106426706749,Nation-state,Weak Passwords,AI-based Detection,1.1923759450147546
Australia,2022,Phishing,Healthcare,0.7655304050831012,-0.028862569159127854,Hacker Group,Weak Passwords,Antivirus,1.2409967224170853
Brazil,2017,Man-in-the-Middle,Healthcare,1.593345657552708,0.3152645786695565,Hacker Group,Weak Passwords,Encryption,-1.287283702504104
Brazil,2019,Ransomware,Banking,1.3248180913928227,0.678995324909548,Insider,Social Engineering,VPN,-1.287283702504104
India,2015,Man-in-the-Middle,Healthcare,-0.46351297017391485,-0.5090110248453986,Nation-state,Weak Passwords,Antivirus,-0.2662473770551621
Germany,2022,SQL Injection,Government,-0.08938077256175923,-1.35219687409162,Nation-state,Social Engineering,VPN,-1.044179815492451
India,2018,Phishing,Retail,-1.25172648584892,0.8224434403299611,Hacker Group,Social Engineering,VPN,0.608926616186788
India,2022,Man-in-the-Middle,Banking,-0.6260885212254365,1.5273795944981658,Unknown,Unpatched Software,AI-based Detection,1.5813421642333991
Japan,2019,Ransomware,Government,1.0934605764348884,-0.5040161259364468,Hacker Group,Weak Passwords,VPN,0.5603058387844574
India,2024,Malware,IT,1.444665452744906,-0.2552059992763776,Hacker Group,Unpatched Software,VPN,0.8520305031984408
Russia,2021,DDoS,Banking,1.528037530207225,-0.7684974029717702,Hacker Group,Zero-day,Antivirus,-1.7248706991250788
Australia,2021,Malware,IT,1.1896858491726479,-0.3912687013238172,Hacker Group,Zero-day,AI-based Detection,1.4354798320264075
China,2019,Man-in-the-Middle,Banking,1.0875550542813073,-0.7823817041516947,Nation-state,Social Engineering,Antivirus,0.31720195177280464
Japan,2015,DDoS,IT,-0.5982978287379968,-1.0260244561117573,Hacker Group,Zero-day,Antivirus,0.07409806476115181
India,2018,Malware,Healthcare,0.5720377086393028,-0.7262994759322627,Insider,Social Engineering,VPN,-0.8010759284807982
Brazil,2023,Ransomware,Telecommunications,0.7262760519445929,-1.510308881267526,Hacker Group,Weak Passwords,VPN,1.046513612807763
China,2024,Ransomware,Telecommunications,0.5897542751000457,-1.5521515081774602,Nation-state,Social Engineering,Encryption,-1.141421370297112
Australia,2022,Phishing,Education,-1.1523747602063237,-1.1236216072381189,Nation-state,Weak Passwords,Antivirus,-0.5093512640668149
USA,2020,Ransomware,Healthcare,-1.1551538294550678,0.6143824440645375,Insider,Social Engineering,Encryption,0.3658227291751352
Russia,2016,SQL Injection,Education,-1.1617541189208347,1.322961286939823,Nation-state,Weak Passwords,AI-based Detection,0.07409806476115181
France,2022,Phishing,IT,0.05895204858994944,1.0011076627679767,Insider,Zero-day,VPN,-0.5093512640668149
France,2018,DDoS,Government,-0.8008225002402128,1.635066579401243,Insider,Zero-day,VPN,-0.07176426744583986
Australia,2015,Phishing,Telecommunications,0.8086059784386324,0.46428711165686604,Nation-state,Zero-day,VPN,0.3658227291751352
UK,2020,Malware,Retail,-1.3740055327936544,0.5886732026498847,Hacker Group,Weak Passwords,VPN,0.8520305031984408
Australia,2021,Man-in-the-Middle,Government,-0.28669468922258035,-1.2318053224194343,Insider,Unpatched Software,Antivirus,-0.2662473770551621
Australia,2017,DDoS,Government,1.1080506899907943,0.49031370852706,Hacker Group,Zero-day,AI-based Detection,-1.6762499217227482
China,2016,Phishing,Government,-0.4471859383375441,-0.13579755961320525,Insider,Social Engineering,Firewall,-0.8010759284807982
USA,2023,Malware,IT,-1.0061262409911729,-0.9358713601273279,Unknown,Unpatched Software,Antivirus,0.6575473935891185
China,2023,Malware,IT,-0.24257696489877012,0.6189254564009252,Unknown,Weak Passwords,Firewall,-0.606592818871476
Russia,2020,DDoS,Healthcare,-0.21443888875523745,-1.2907196031279886,Unknown,Social Engineering,AI-based Detection,1.4354798320264075
Brazil,2016,Man-in-the-Middle,Banking,-0.24466126683532793,-0.051160239426713536,Nation-state,Zero-day,AI-based Detection,-0.4121097092621538
Australia,2022,Malware,Healthcare,-0.08938077256175923,-1.6515562055940778,Nation-state,Unpatched Software,VPN,0.17133961956581292
Japan,2023,Malware,IT,0.8075638274703534,1.002715137140609,Hacker Group,Zero-day,AI-based Detection,0.9006512806007714
Australia,2023,Man-in-the-Middle,Retail,1.4853093405077866,-0.5358793035759408,Nation-state,Zero-day,Firewall,-0.46073048666448435
USA,2015,Ransomware,Government,-1.270485203277942,-0.4778860435916199,Hacker Group,Weak Passwords,VPN,0.07409806476115181
India,2018,Phishing,Government,-0.3262964260171818,-1.6543537629249894,Nation-state,Unpatched Software,VPN,0.2685811743704741
Russia,2024,Phishing,Retail,-0.2227760965014694,1.670272337871382,Nation-state,Unpatched Software,Encryption,-0.2662473770551621
Japan,2022,Man-in-the-Middle,IT,0.5105508015108429,-0.994775292288419,Hacker Group,Unpatched Software,AI-based Detection,0.608926616186788
Australia,2023,Ransomware,Healthcare,-1.0057788573350799,-0.4017759265148856,Nation-state,Weak Passwords,Antivirus,-0.7038343736761371
USA,2022,Man-in-the-Middle,Education,1.1504314960341395,-1.636619802088718,Insider,Weak Passwords,Encryption,0.5116850613821269
USA,2023,Malware,Banking,-1.268053517685291,-1.3646323786266827,Nation-state,Weak Passwords,Antivirus,0.608926616186788
Germany,2017,Malware,Healthcare,-0.04873688479887878,-0.37021285675182725,Hacker Group,Weak Passwords,Encryption,0.9978928354054325
UK,2016,Ransomware,Retail,-0.6368574145643194,-0.6059355203866459,Nation-state,Weak Passwords,VPN,-0.2662473770551621
Australia,2017,Man-in-the-Middle,IT,-0.17344761733626407,1.3275008497603897,Nation-state,Weak Passwords,Encryption,0.7061681709914491
USA,2018,SQL Injection,Healthcare,0.7874155754169597,1.190327403618556,Insider,Weak Passwords,Encryption,0.46306428397979627
China,2021,Phishing,Education,0.6845900132134335,0.4360769712719162,Unknown,Zero-day,Firewall,-0.023143490043509303
Japan,2016,DDoS,Healthcare,-1.3851218097886304,0.4183223133407183,Insider,Weak Passwords,AI-based Detection,1.6785837190380604
Japan,2023,Man-in-the-Middle,IT,-0.8282658090715596,-0.9793697546313896,Unknown,Zero-day,VPN,1.6785837190380604
China,2018,SQL Injection,Healthcare,0.05269914278027555,0.07850706028840804,Hacker Group,Unpatched Software,Firewall,-0.606592818871476
Germany,2020,DDoS,Government,-0.6177513134792045,1.1779574398840942,Hacker Group,Zero-day,VPN,1.0951343902100936
China,2017,Malware,Education,-0.10536042074203704,0.960879409262317,Unknown,Social Engineering,VPN,0.21996039696814348
China,2022,Malware,Telecommunications,-1.3583732682694696,-1.3795032413314416,Unknown,Social Engineering,Firewall,0.31720195177280464
Germany,2015,DDoS,Telecommunications,-0.6535318300567831,-1.6267438382929107,Hacker Group,Zero-day,AI-based Detection,-1.384525257308765
UK,2024,Man-in-the-Middle,Healthcare,0.5310464372203296,0.028157927363643084,Insider,Social Engineering,Encryption,1.7272044964403908
Australia,2018,SQL Injection,Banking,0.7127280893569661,1.1570430254607693,Insider,Weak Passwords,VPN,0.3658227291751352
Brazil,2024,SQL Injection,Healthcare,0.6627048428795744,-0.8114162788178872,Insider,Zero-day,Firewall,-1.044179815492451
Germany,2021,Ransomware,Healthcare,0.5678691047661871,-0.9030526666053893,Nation-state,Zero-day,Antivirus,0.6575473935891185
Russia,2018,Phishing,Education,-1.5716668331105685,0.34930785030798517,Insider,Zero-day,Firewall,-1.141421370297112
Japan,2018,SQL Injection,Education,0.35005955239587927,-0.1251661518525773,Nation-state,Zero-day,VPN,0.9492720580031019
India,2015,Ransomware,IT,0.3886191382222017,-0.0031395296811905955,Hacker Group,Zero-day,Firewall,0.02547728735882126
France,2021,Phishing,Retail,-0.16511040959003212,0.8609779815674611,Insider,Social Engineering,Firewall,0.46306428397979627
Japan,2019,SQL Injection,IT,1.3658093628117964,-1.3058629775826145,Unknown,Social Engineering,Encryption,0.12271884216348238
UK,2018,Malware,IT,0.7912367956339826,-1.0164348021291012,Hacker Group,Weak Passwords,Antivirus,-0.8010759284807982
France,2022,DDoS,Banking,0.029077054165951903,1.6077878082879897,Insider,Unpatched Software,AI-based Detection,-0.7524551510784677
France,2017,Ransomware,Education,-1.064834078870889,1.1307059721666763,Insider,Social Engineering,Firewall,0.8520305031984408
India,2024,Phishing,IT,1.6242628029449846,-1.1706557554588075,Unknown,Zero-day,Encryption,1.1923759450147546
Australia,2016,DDoS,Retail,-1.6512176903558644,1.6771610209661172,Insider,Weak Passwords,AI-based Detection,1.0951343902100936
UK,2021,Malware,Telecommunications,1.1042294697737711,-0.4640914298230439,Nation-state,Zero-day,VPN,0.9006512806007714
China,2021,Man-in-the-Middle,Retail,-0.03136770199422903,-0.7584144682266969,Unknown,Social Engineering,Antivirus,0.6575473935891185
UK,2016,Malware,Healthcare,0.5088138832303779,0.8215810613746862,Nation-state,Weak Passwords,Antivirus,0.608926616186788
Brazil,2024,DDoS,Healthcare,0.6776423400915734,-0.07100185442967655,Hacker Group,Unpatched Software,VPN,-1.3359044799064344
UK,2015,Ransomware,Telecommunications,-0.9696509571014085,-0.46997285429801816,Hacker Group,Weak Passwords,AI-based Detection,1.6785837190380604
Russia,2019,Malware,Banking,0.17115696950798695,1.5204805628559672,Unknown,Weak Passwords,Firewall,-1.5303875895157566
USA,2016,DDoS,Healthcare,-0.8133283118595608,0.1628718687250329,Unknown,Social Engineering,VPN,-0.94693826068779
UK,2021,Malware,Banking,0.7825522042316577,0.7831707027067459,Hacker Group,Weak Passwords,VPN,-0.4121097092621538
Germany,2018,Phishing,Banking,1.328291927953753,-0.23486765399517628,Insider,Unpatched Software,AI-based Detection,-0.16900582225050098
France,2020,DDoS,Education,-1.1860709748473441,0.7731947029521268,Insider,Zero-day,AI-based Detection,0.41444350657746576
USA,2022,Ransomware,IT,1.2199082272527384,1.1084462465731226,Hacker Group,Weak Passwords,Firewall,-0.606592818871476
